# x_path held_b1_THz held_b2_THz held_b3_THz
3.3170116300 11.4954149521 12.3034474134 14.6250976888
3.3474840773 11.2932772357 12.1749765308 14.6943642244
3.3779565246 11.0838622126 12.0430576059 14.7670569080
3.4084289719 10.8673147411 11.9079347997 14.8430325118
3.4389014192 10.6437910686 11.7698674678 14.9221166068
3.4693738665 10.4134596456 11.6291307808 15.0041041645
3.4998463138 10.1765020423 11.4860163484 15.0887605459
3.5303187611 9.9331139938 11.3408328398 15.1758228530
3.5607912084 9.6835066034 11.1939065903 15.2650016130
3.5912636557 9.4279077446 11.0455821795 15.3559827597
3.6217361030 9.1665637114 10.8962229688 15.4484298753
3.6522085503 8.8997411810 10.7462115745 15.5419866504
3.6826809976 8.6277295709 10.5959502563 15.6362795241
3.7131534449 8.3508438951 10.4458611900 15.7309204611
3.7436258922 8.0694282562 10.2963865935 15.8255098280
3.7740983395 7.7838601494 10.1479886648 15.9196393304
3.8045707868 7.4945558082 10.0011492883 16.0128949755
3.8350432341 7.2019768935 9.8563694585 16.1048600299
3.8655156814 6.9066389198 9.7141683654 16.1951179413
3.8959881287 6.6091219421 9.5750820808 16.2832552007
3.9264605760 6.3100841863 9.4396617839 16.3688641225
3.9569330233 6.0102795294 9.3084714622 16.4515455235
3.9874054706 5.7105800083 9.1820850284 16.5309112853
4.0178779179 5.4120048864 9.0610828013 16.6065867881
4.0483503652 5.1157582021 8.9460473127 16.6782132052
4.0788228125 4.8232771281 8.8375584199 16.7454496506
4.1092952598 4.5362937180 8.7361877320 16.8079751735
4.1397677071 4.2569123736 8.6424923912 16.8654905970
4.1702401544 3.9877038911 8.5570082882 16.9177201964
4.2007126017 3.7318128701 8.4802428365 16.9644132171
4.2311850490 3.4930662715 8.4126674757 17.0053452302
4.2616574963 3.2760539434 8.3547101163 17.0403193275
4.2921299436 3.0861251279 8.3067477771 17.0691671534
4.3226023909 2.9292136528 8.2690996889 17.0917497773
4.3530748382 2.8113920468 8.2420211503 17.1079584056
4.3835472855 2.7381078752 8.2256984090 17.1177149345
4.4140197328 2.7132132303 8.2202448110 17.1209723439
4.4444921801 2.7118483048 8.2184274964 17.1184622257
4.4749646274 2.7077567284 8.2129699083 17.1109089588
4.5054370747 2.7009480913 8.2038551749 17.0982440641
4.5359095220 2.6914383402 8.1910553810 17.0803542647
4.5663819693 2.6792497235 8.1745318705 17.0570827549
4.5968544166 2.6644107149 8.1542356665 17.0282309452
4.6273268639 2.6469559141 8.1301080011 16.9935606586
4.6577993112 2.6269259275 8.1020809504 16.9527967412
4.6882717585 2.6043672265 8.0700781663 16.9056300471
4.7187442058 2.5793319850 8.0340156966 16.8517207531
4.7492166531 2.5518778959 7.9938028843 16.7907019554
4.7796891004 2.5220679675 7.9493433359 16.7221834975
4.8101615477 2.4899702992 7.9005359479 16.6457559782
4.8406339950 2.4556578375 7.8472759819 16.5609948902
4.8711064423 2.4192081131 7.7894561749 16.4674648386
4.9015788896 2.3807029581 7.7269678772 16.3647237924
4.9320513369 2.3402282057 7.6597022043 16.2523273243
4.9625237842 2.2978733710 7.5875511938 16.1298327979
4.9929962315 2.2537313155 7.5104089577 15.9968034647
5.0234686788 2.2078978935 7.4281728189 15.8528124376
5.0539411261 2.1604715836 7.3407444257 15.6974465116
5.0844135734 2.1115531038 7.2480308334 15.5303098069
5.1148860206 2.0612450126 7.1499455481 15.3510272132
5.1453584679 2.0096512956 7.0464095236 15.1592476181
5.1758309152 1.9568769397 6.9373521078 14.9546469059
5.2063033625 1.9030274953 6.8227119314 14.7369307175
