b000, b001, b002, b003, b004, b005, b006, b007, b008, b009, b010, b011, b012, b013, b014, b015, 
-31.59440562526063, 1.4510081919926936, -3.866283827164923, 0.4317336853134971, -3.0979436801305704, 4.720719653902251, 0.5190929324680806, -12.132061816330348, -4.362446037881398, 27.568672463085836, 2.168952453272847, 4.425180635162387, -3.855639415490897, -0.9311168746514994, 5.4087989064696105, -0.742981499454854, 
-32.09957579884374, 1.618728936041872, -3.6978449689209687, 0.40924466733276016, -2.896380761228285, 4.787626477192803, 0.3022800581507095, -12.315899521638682, -4.721118929757662, 27.81729775274608, 1.810224707130431, 4.970150070625569, -2.9619050680384373, -0.5159165182852943, 5.8588142162646495, -0.8193946882533721, 
-31.93391142554052, 1.8868628380054537, -3.364996363268843, 0.32127209789169064, -2.5978727855790997, 4.55182212386402, 0.22080304676894508, -12.188013215323897, -4.948306059557525, 28.043289719605596, 1.3820165673734486, 5.323350196957247, -2.216863740955416, -0.22294017621954337, 6.334466846659499, -0.7120747594976521, 
-32.24918875062486, 1.8472992115065732, -2.9715937645193073, 0.5545350428987275, -2.2371790277485335, 4.285286341182874, 0.12111360222168198, -12.00759352323544, -4.965607575752608, 28.112854439279452, 1.1114639483890134, 5.845308114233811, -1.335757973759927, -0.3341200480182619, 6.698095102470751, -0.5778759840303704, 
-32.028794830257795, 1.878963673911092, -2.547636168624551, 0.6882757031048435, -1.8742325815274254, 3.863138661740957, 0.17805556397860342, -11.65497630808978, -4.900635708831248, 28.22321485490807, 0.9632427594772879, 6.1190018839661064, -0.7071787197113832, -0.5666601574748693, 7.043776176878029, -0.30132497182280893, 
-32.185854334156616, 1.515794155292527, -1.9352457665195495, 1.1570578618460587, -1.5270248681569327, 3.398985597943519, 0.2930102719240619, -11.252357063105755, -4.480423198800315, 28.109628920279423, 0.9307511891460353, 6.285096179142445, -0.06855504085857912, -1.2299193113197933, 7.140012805535839, 0.08896706762414441, 
-31.87146921061466, 1.266336444405432, -1.4166879565148618, 1.4326959123132261, -1.249269547567316, 2.9355139199114446, 0.5452940150631926, -10.822857332238765, -4.096171963065549, 28.0758802220471, 1.120732725716532, 6.200513598109617, 0.26344490235751683, -1.887171693420054, 7.229032100993352, 0.5079799164597931, 
-31.701522657616216, 0.6582292252883695, -0.6004347815936631, 1.9429310166398215, -1.0250819629533356, 2.397509233970925, 0.8774617533716523, -10.292914797287787, -3.3327940850247733, 27.758429449509816, 1.3328516370656727, 5.811628001061748, 0.5354676053539696, -2.8447492130682863, 7.001849490126811, 1.0096754165311548, 
-31.23150988016913, 0.1983720843193267, -0.0003615303108383464, 2.204557367548755, -0.8583403497036953, 1.9851945884164048, 1.2774996716487739, -9.868531614506168, -2.7536694788162452, 27.493954555887356, 1.7634247104776029, 5.319662951271655, 0.576040433274883, -3.6510966390182795, 6.793125944183658, 1.4112946260986434, 
-30.776451916843875, -0.571372092890939, 1.0906541161076526, 2.6460879341518377, -0.73528714265904, 1.4209518295600407, 1.73143933142606, -9.251759367631161, -1.7807001390039896, 26.879314848774907, 1.9425030595327906, 4.423223952217278, 0.5545027609822903, -4.573453459231182, 6.201844144997229, 1.818881164931196, 
-30.238915051530125, -1.1568236647777594, 1.838218857199656, 2.830260808451474, -0.6171042323248446, 1.076347416662746, 2.155851161058904, -8.827674181123434, -1.1568136446279493, 26.298384786855078, 2.3043727315401012, 3.6270357613454838, 0.4540958049807685, -5.243047523191853, 5.68031975605752, 2.0467220173857386, 
-29.706253028249808, -1.9244159857778027, 3.0095561371535084, 3.053308108480416, -0.4921477195556894, 0.566927154840994, 2.556221550618441, -8.174074819599408, -0.30488134040424775, 25.41242641158421, 2.1849964519520646, 2.4538311349095254, 0.34854724058218767, -5.757038501733433, 4.779093059331433, 2.2436183751590004, 
-29.35138059166256, -2.4812048177378836, 3.6996446950451283, 3.0963399055821945, -0.3553445628397662, 0.3506667903792846, 2.881192345928518, -7.8333972803394865, 0.05205958702304623, 24.690676831958676, 2.244738875973704, 1.6163680152827995, 0.2400572920354642, -6.011331175889863, 4.075387313531033, 2.298942703074357, 
-29.053404232822782, -3.107398057924634, 4.544420746484467, 3.081082424910352, -0.1717436740980214, -0.05830728245721365, 3.255233408060645, -7.321731417643516, 0.38043761263396586, 23.975258855148606, 1.8094897170115076, 0.5208086761926036, 0.017825672675097035, -5.99001917639273, 3.094268166505891, 2.5091851396799973, 
-29.08570078773128, -3.5459732602644327, 4.810773131854159, 2.9890758290008685, 0.008569772847695297, -0.13922692821975838, 3.58119426825531, -7.191503652642579, 0.18833252503773162, 23.565944582145203, 1.6788862899107089, -0.09888270596747586, -0.20392991048707967, -5.8435679014896795, 2.4194726338682684, 2.6262055208406427, 
