iteration,time_ps,negative_q_branch_count,negative_qpoint_count,branch_1_count,branch_2_count,branch_3_count,path_integral_negative_indicator,path_integrated_negative_fraction,path_integral_absolute_imaginary_frequency_THz
336,0.3359999955,152,77,77,75,0,5.1669354753,0.1659395088,5.1553691618
337,0.3370000124,153,79,79,74,0,5.1831761535,0.1664610888,5.1387173497
338,0.3379999995,156,84,84,72,0,5.2472400211,0.1685185418,4.7759401352
339,0.3389999866,166,98,98,68,0,5.5289909266,0.1775671562,4.7027865694
340,0.3400000036,127,97,97,30,0,4.2786070667,0.1374102616,4.1013868362
341,0.3409999907,118,93,93,25,0,3.9356154649,0.1263948622,3.6907661663
342,0.3420000076,58,58,58,0,0,1.7110659099,0.0549519997,3.1493005331
343,0.3429999948,45,45,45,0,0,1.3275511370,0.0426351722,2.9849362124
344,0.3440000117,41,41,41,0,0,1.2095465915,0.0388453791,3.0465913985
345,0.3449999988,39,39,39,0,0,1.1505443188,0.0369504826,3.0055757891
346,0.3459999859,37,37,37,0,0,1.0915420460,0.0350555860,3.0652698133
347,0.3470000029,36,36,36,0,0,1.0620409096,0.0341081377,3.0201014920
348,0.3479999900,35,35,35,0,0,1.0325397732,0.0331606895,3.0052892046
349,0.3490000069,34,34,34,0,0,1.0030386369,0.0322132412,2.9078486503
350,0.3499999940,33,33,33,0,0,0.9735375005,0.0312657929,2.8028717566
351,0.3510000110,32,32,32,0,0,0.9440363641,0.0303183447,2.6594609438
352,0.3519999981,36,36,36,0,0,1.0951920551,0.0351728084,2.6248172488
353,0.3529999852,39,39,39,0,0,1.2102163807,0.0388668898,2.6804350905
354,0.3540000021,40,40,40,0,0,1.2596082043,0.0404531405,2.7931801963
355,0.3549999893,39,39,39,0,0,1.2367372971,0.0397186264,2.7777929395
356,0.3560000062,39,39,39,0,0,1.2499977553,0.0401444946,2.7873689346
357,0.3569999933,38,38,38,0,0,1.2271268480,0.0394099805,2.7401315523
358,0.3580000103,36,36,36,0,0,1.1813850334,0.0379409523,2.6318831445
359,0.3589999974,34,34,34,0,0,1.1290129898,0.0362589899,2.5098602552
360,0.3600000143,24,24,24,0,0,0.8340016260,0.0267845071,2.2182077560
361,0.3610000014,20,20,20,0,0,0.7226273096,0.0232076482,2.2384335193
362,0.3619999886,20,20,20,0,0,0.7226273096,0.0232076482,2.3789563362
363,0.3630000055,20,20,20,0,0,0.7226273096,0.0232076482,2.4115419688
364,0.3639999926,20,20,20,0,0,0.7226273096,0.0232076482,2.4712042099
365,0.3650000095,21,21,21,0,0,0.7587586751,0.0243680306,2.4745785097
366,0.3659999967,21,21,21,0,0,0.7587586751,0.0243680306,2.4872852372
367,0.3670000136,21,21,21,0,0,0.7587586751,0.0243680306,2.4500394493
368,0.3680000007,21,21,21,0,0,0.7587586751,0.0243680306,2.3898509450
369,0.3689999878,20,20,20,0,0,0.7226273096,0.0232076482,2.2830299384
370,0.3700000048,20,20,20,0,0,0.7226273096,0.0232076482,2.1452826099
371,0.3709999919,19,19,19,0,0,0.6864959441,0.0220472658,2.0096760037
372,0.3720000088,18,18,18,0,0,0.6503645786,0.0208868834,1.8231290103
373,0.3729999959,18,18,18,0,0,0.6503645786,0.0208868834,1.6119845342
374,0.3740000129,16,16,16,0,0,0.5781018477,0.0185661186,1.3253509287
375,0.3750000000,14,14,14,0,0,0.5058391167,0.0162453537,1.0796661237
376,0.3759999871,12,12,12,0,0,0.4335763858,0.0139245889,0.7445870208
377,0.3770000041,10,10,10,0,0,0.3613136548,0.0116038241,0.4377719462
378,0.3779999912,3,3,3,0,0,0.1083940964,0.0034811472,0.0328632625
379,0.3790000081,0,0,0,0,0,0.0000000000,0.0000000000,0.0000000000
380,0.3799999952,0,0,0,0,0,0.0000000000,0.0000000000,0.0000000000
381,0.3810000122,0,0,0,0,0,0.0000000000,0.0000000000,0.0000000000
382,0.3819999993,0,0,0,0,0,0.0000000000,0.0000000000,0.0000000000
383,0.3829999864,29,20,20,9,0,1.0754888292,0.0345400265,0.2103945008
384,0.3840000033,47,33,33,14,0,1.7287069920,0.0555185546,0.8415224305
385,0.3849999905,52,37,37,15,0,1.9006522155,0.0610406878,1.2096856371
386,0.3860000074,59,42,42,17,0,2.1560392533,0.0692426094,1.7523120220
387,0.3869999945,60,43,43,17,0,2.1855403897,0.0701900576,1.9329308831
388,0.3880000114,76,58,58,18,0,2.6819981133,0.0861341218,2.5078531759
389,0.3889999986,81,63,63,18,0,2.8295037952,0.0908713632,2.8207717784
390,0.3899999857,85,67,67,18,0,2.9475083407,0.0946611562,3.0794826589
391,0.3910000026,85,68,68,17,0,2.9230687991,0.0938762644,3.1498422417
392,0.3919999897,87,70,70,17,0,2.9820710719,0.0957711609,3.2061920563
393,0.3930000067,86,70,70,16,0,2.9281303939,0.0940388208,3.1584916526
394,0.3939999938,86,70,70,16,0,2.9281303939,0.0940388208,3.0272840771
395,0.3950000107,85,70,70,15,0,2.8741897159,0.0923064807,2.9434013581
396,0.3959999979,80,67,67,13,0,2.6778049509,0.0859994557,2.6524496205
397,0.3970000148,80,67,67,13,0,2.6778049509,0.0859994557,2.5561399502
398,0.3980000019,72,62,62,10,0,2.3684772351,0.0760651939,2.2175818586
399,0.3989999890,69,60,60,9,0,2.2555342844,0.0724379573,2.1491932709
