frame_index,iteration,time_ps,temperature_K,pressure_GPa,mag_total_Bohr,abs_mag_total_Bohr,b000,b001,b002,b003,b004,b005,b006,b007,b008,b009,b010,b011,b012
20,21,0.020999999716877937,2575.562255859375,161.03199768066406,nan,nan,0.05970761228453187,-6.547779338481812,0.2852540098129058,0.5764898486688423,-0.9653338018797295,8.699133437482566,-0.3906049289782248,1.3175241691202706,0.04148965025104669,-0.3380946285171844,-1.2572738977025586,0.8738852068928776,26.252819555105745
21,22,0.02199999988079071,2590.42529296875,160.78001403808594,nan,nan,0.11640917278081957,-6.694638418373893,0.3712629188927274,0.7625746920421809,-0.920278508093765,8.65637414191292,-0.3659241539460013,1.258467935152837,0.07073215835331412,-0.43090655998378063,-1.3132625483390963,0.8455453081440654,26.0715679944227
22,23,0.023000000044703484,2633.7265625,160.56700134277344,nan,nan,0.3220436742655157,-6.433013998843384,0.5308526829923634,0.8991534606335443,-0.743354949228287,8.2740758184524,-0.3247563736456219,1.3964782548717147,-0.013319474757065335,-0.3161979891279961,-1.3912398451169632,0.9043903342988423,24.26127791739992
23,24,0.024000000208616257,2701.1396484375,160.49200439453125,nan,nan,0.44475138254959445,-6.315973039274592,0.6769575549172219,1.087447828540155,-0.599796862026228,8.132374778087584,-0.29728397826354985,1.4423950621445623,-0.02341497066047521,-0.3579432148126413,-1.4511611659136638,0.9558655993026379,23.55536175011233
24,25,0.02500000037252903,2786.64697265625,160.4650115966797,nan,nan,0.6499364186877299,-5.7226360515291965,0.9037786201292705,1.2251066629024672,-0.2842200649673779,7.681919597840622,-0.2797200686190555,1.6874095496507684,-0.11977114843233805,-0.23412335634827858,-1.4920260969639636,1.103709449509231,21.28036991347756
25,26,0.026000000536441803,2886.232177734375,159.9219970703125,nan,nan,0.7589661389579926,-5.416738433778155,1.0952754114004661,1.4200361568922926,-0.05794562142027939,7.609238372322437,-0.27599458130414356,1.7963228862440772,-0.11997292603472717,-0.28939094033827834,-1.5145845028672194,1.2056204273624378,20.567635031290465
26,27,0.027000000700354576,2998.431396484375,159.7939910888672,nan,nan,1.020492596950368,-4.403469758894741,1.4373093994085988,1.5841332970147937,0.4874142732312054,7.072623750926634,-0.3261575616551251,2.2199049073554544,-0.24434312740496641,-0.15735718081849803,-1.5314102024047265,1.4992782915362732,17.647070820197087
27,28,0.02800000086426735,3118.745849609375,159.49301147460938,nan,nan,1.2207190718750187,-3.570049765817206,1.7619430577504547,1.7871579250544989,0.9948227571414195,6.865247569013531,-0.40357631953207707,2.5637912941910908,-0.2880155032361372,-0.154190864151694,-1.5195794393721458,1.77151208215249,15.872661310862144
28,29,0.028999999165534973,3239.704833984375,158.92100524902344,nan,nan,1.4310796011473734,-2.1424049066164796,2.163407233339071,1.9342455771135485,1.7758301331027535,6.362338908237715,-0.5208872767859456,3.137044751761874,-0.4410692405094794,-0.012290540771203267,-1.3825015734813864,2.1630936612868816,12.269644763068484
29,30,0.029999999329447746,3357.26953125,158.50401306152344,nan,nan,1.5973912958347682,-1.2331867403212036,2.46674478484312,2.1210397999101382,2.3459952467098355,6.299891466639078,-0.6197516100130189,3.5002722819670202,-0.45165409516632365,-0.027240111310863516,-1.2740226920859725,2.473019317583378,10.594667051404537
30,31,0.03099999949336052,3471.375732421875,158.5430145263672,nan,nan,1.6335101510069314,-0.3026743636591933,2.66803663118771,2.2610667160457045,2.864771956114879,5.93445105884871,-0.573471340903553,3.872274346868573,-0.6376170033038859,0.08002023664445124,-0.981872867965295,2.7303746561950897,7.716032758826986
31,32,0.03200000151991844,3578.791748046875,159.07701110839844,nan,nan,1.5700152204593365,-0.31493646798803554,2.663900269816082,2.432921918614824,2.90371008944422,6.026002124840762,-0.40546957563822605,3.8587960350166473,-0.6731849897284308,0.05190534912402395,-0.7487381439090187,2.7584478391455907,7.356262281727421
32,33,0.032999999821186066,3674.820556640625,158.69000244140625,nan,nan,1.1735527795706706,-1.47109940648838,2.3108535810817203,2.5876847688429576,2.206376015408437,5.9913175942456105,0.1333103533124376,3.3962333205249675,-0.8386503196729309,0.07865603969147673,-0.4109049888930788,2.339577265459894,8.004508125984705
33,34,0.03400000184774399,3757.947998046875,158.2689971923828,nan,nan,0.9176118338276901,-2.8421274723468635,2.0063020790422015,2.774207464841805,1.45949184687149,6.259258175954666,0.5436857016942958,2.855363694684161,-0.7788901111230008,0.026940448956939648,-0.2869919598703886,1.9366555415971856,10.125617926150566
34,35,0.03500000014901161,3828.457763671875,158.27099609375,nan,nan,0.38658430216922596,-5.089413003567277,1.5113536301146193,2.983751689247855,0.13270188787532886,6.239924634208292,1.202616313740104,2.0306237630923873,-0.8616651963645754,0.06203321065484645,-0.1697939644023377,1.1102067203691404,12.812161604868434
35,36,0.035999998450279236,3885.453369140625,159.94000244140625,nan,nan,0.3143205560413928,-6.240157319615603,1.3706851457355702,3.1932711002912604,-0.45648031355259155,6.327975735923905,1.4220689734074454,1.609443414693189,-0.682260870205379,0.08392270607557391,-0.2906433221457131,0.7918924833663427,14.766291574996028
36,37,0.03700000047683716,3930.421142578125,159.3140106201172,nan,nan,-0.07242753149189912,-8.154981739766482,1.0794610052730322,3.436515709760068,-1.5426558253741671,6.121774000127532,1.8693250706545395,0.9595896162281959,-0.6976056218891368,0.19196711194921684,-0.3782127809143359,0.0506871247944492,17.06572244476379
37,38,0.03799999877810478,3963.6796875,159.66099548339844,nan,nan,-0.007194082894644844,-8.889866896875496,1.1053339202588652,3.678377826814546,-1.8663002273216776,5.996334235427551,1.9482309865132126,0.6927099633478495,-0.5000253775467468,0.30482443506489476,-0.6236046586343157,-0.13673868019065233,18.23145897148524
38,39,0.039000000804662704,3984.247314453125,160.79600524902344,nan,nan,-0.1837556439715102,-10.251187738456206,1.0449780133397641,4.009125503862462,-2.5855843480359324,5.639669192897392,2.1980801241882717,0.24197228331911816,-0.464384213645272,0.49804105925705017,-0.8675536333438978,-0.7048969207557926,19.75548378784552
39,40,0.03999999910593033,3994.09228515625,162.67800903320312,nan,nan,-0.04574546303062717,-10.765149344692032,1.178110382549829,4.346480667625625,-2.7825236126128226,5.406450535176986,2.246689445516211,0.018752649217518687,-0.29590087190302033,0.6840933588170368,-1.173318806239534,-0.8555811544523007,20.454640705483992
40,41,0.04100000113248825,3992.297119140625,162.7259979248047,nan,nan,-0.019479724773696003,-11.527254760696247,1.2846304848158296,4.7765833370259685,-3.1337353699692816,5.126546647729228,2.357123346424653,-0.2989418764310928,-0.20335501057494004,0.9321989514114046,-1.4554586909669494,-1.2358970904309587,21.289562563827577
41,42,0.041999999433755875,3983.9541015625,163.11199951171875,nan,nan,0.2782244399071016,-11.549311507233792,1.5271264643365852,5.183619676111256,-3.048134511577981,4.992954783724585,2.3517917061168525,-0.4401891083866448,-0.022728746010449337,1.125311669536112,-1.764705045104656,-1.1795363510886419,21.40037770396861
42,43,0.0430000014603138,3976.8212890625,163.41400146484375,nan,nan,0.4122625044815876,-12.037146497967315,1.6963957709006376,5.734262864748168,-3.242515996533821,4.873274216733175,2.4346869239792404,-0.7476444431349644,0.06690522450280835,1.4037582046334072,-2.0178049761077723,-1.5109314380561185,21.990349451378293
43,44,0.04399999976158142,3971.873046875,164.48199462890625,nan,nan,0.7151449169484063,-11.889043941576979,1.9321514644154734,6.163611145691309,-3.068559386156157,4.863155164647083,2.4557277647455833,-0.8947019428081324,0.1821301000469239,1.5706643874513209,-2.2569166603871946,-1.406958100405851,21.875626274732305
44,45,0.04500000178813934,3972.367431640625,165.1300048828125,nan,nan,0.9344089472485082,-12.02373971940778,2.0979807824139387,6.698745941754708,-3.0350321490876913,4.990460942752569,2.4684862226530395,-1.140281072628967,0.2594447905358669,1.8084415725410474,-2.402717437172858,-1.6263906345544392,22.183394754745546
45,46,0.04600000008940697,3980.901611328125,165.6020050048828,nan,nan,1.1875156927353865,-11.7761323306602,2.264747035094593,7.052441978442207,-2.7879734217217833,5.107099700607539,2.489190841681115,-1.2727580000745622,0.2938254893801793,1.9162703874033633,-2.543382342469394,-1.49881439827854,21.947903949394693
46,47,0.04699999839067459,3998.777587890625,165.89700317382812,nan,nan,1.4394393028139918,-11.585685653905285,2.366827677370843,7.42009377163792,-2.520184183940109,5.430295653328345,2.397322342579317,-1.4018009450047673,0.3375688533241378,2.052049043066886,-2.565148912490341,-1.5786071956976666,21.986298720804214
47,48,0.04800000041723251,4028.46484375,166.5170135498047,nan,nan,1.6258925397186414,-11.23605562429469,2.4380969608357383,7.591411741792318,-2.175014507874756,5.637583566021115,2.365926088869144,-1.4760895315078981,0.30105372601440006,2.0760962265811735,-2.602416895045876,-1.4154722959418704,21.640260029261523
48,49,0.04899999871850014,4070.339111328125,166.7570037841797,nan,nan,1.8687639569786567,-10.795015199317806,2.454833631914754,7.703005915007953,-1.7238650621702198,6.062591252016519,2.153816110649386,-1.4710579235668337,0.2991681073114195,2.088755235260154,-2.5188731558692776,-1.3761725790095796,21.47336564120906
49,50,0.05000000074505806,4125.193359375,166.90699768066406,nan,nan,1.9703304330864293,-10.385672000765931,2.4366818814938984,7.652850466692923,-1.3108067500886207,6.270045434831215,2.071903589527225,-1.4804475876684584,0.20834109519763103,2.0270524087930433,-2.496848496240107,-1.1592861961674172,21.015479586462934
50,51,0.050999999046325684,4194.81298828125,167.16500854492188,nan,nan,2.202837636326456,-9.7716515755337,2.3811113086038747,7.510313453750118,-0.7471436250027738,6.694377570242771,1.7373447224118612,-1.3515869924455062,0.1930589775835964,1.9475020577152637,-2.360795264801243,-1.028968766573898,20.70848581322324
51,52,0.052000001072883606,4278.32177734375,167.1420135498047,nan,nan,2.283915124314091,-9.298985265907573,2.3068969765838996,7.288172064424611,-0.28192514487928366,6.910889884292176,1.5422119107782877,-1.2734781193512636,0.11278255049502697,1.8381382911577966,-2.296837215042276,-0.8145676402995101,20.256500474279452
52,53,0.05299999937415123,4371.283203125,167.2620086669922,nan,nan,2.5264368286661116,-8.547474293659977,2.20339213043586,6.928133106626815,0.34278543720094085,7.2909324991480835,1.071495984004412,-1.0220167857004077,0.12064036089711495,1.6905319460375328,-2.1343362641736103,-0.6205699125047599,19.881671212752952
53,54,0.05400000140070915,4469.640625,167.1699981689453,nan,nan,2.6218919735915818,-8.023454807144928,2.089313186352455,6.558977633374556,0.8247347739313877,7.464948394241335,0.7565252421049617,-0.8587692000376453,0.08832808945984949,1.556294618180653,-2.056370558825168,-0.39176996152222004,19.461027412068454
54,55,0.054999999701976776,4567.8720703125,167.58700561523438,nan,nan,2.8053004208552133,-7.328140904975717,1.9609859868775876,6.082483363612713,1.358547094965226,7.664864966213816,0.2811229228839519,-0.5857465768505661,0.1236726509836692,1.3979875249653653,-1.9338660531463385,-0.16368647671048708,19.044668567405154
55,56,0.0560000017285347,4667.43994140625,167.46099853515625,nan,nan,2.8647646120619603,-6.8657918968343195,1.8125132057066538,5.635967161931199,1.7613394998398506,7.7464685119849435,-0.06880056030736785,-0.4018463147925397,0.1431858397765846,1.274134466083911,-1.8516743568541374,0.053501673226663354,18.67209062030578
56,57,0.05700000002980232,4765.65576171875,167.10800170898438,nan,nan,3.053320382600675,-6.196278686153934,1.6564278843184437,5.080718157054722,2.1888292778134186,7.819274624658592,-0.5750334212199256,-0.1070311436647159,0.22900148315092267,1.1168640559371754,-1.739778632137784,0.29070231898948085,18.32225689276764
57,58,0.057999998331069946,4858.23193359375,167.50601196289062,nan,nan,2.975165442576503,-6.059224635954988,1.4943603330315425,4.699772832535713,2.369232956586078,7.743055657652852,-0.7617543521612012,-0.031041408115708973,0.2587918639463703,1.0461007172021197,-1.6961762806584397,0.44930129255124485,18.10747468751047
58,59,0.05900000035762787,4951.01025390625,167.55601501464844,nan,nan,3.0928640284708986,-5.602674464614817,1.2979879084160701,4.147182328284457,2.59776547641806,7.69509709752947,-1.1797241589789178,0.19138515055101646,0.3561890676319496,0.9165256761500564,-1.5837709683200247,0.6409952058956471,17.95932969597015
59,60,0.05999999865889549,5043.71728515625,167.80699157714844,nan,nan,3.0075942097930626,-5.603085931130747,1.1085544299112071,3.770679984299771,2.6198017840886068,7.544092928545372,-1.3185834047336917,0.23808305693806103,0.4089936829118483,0.8534954815350217,-1.523190325527068,0.7548381843100104,17.961695530060737
60,61,0.061000000685453415,5132.9091796875,168.30101013183594,nan,nan,3.105546870595298,-5.326365411909504,0.8630539538367679,3.2186110085333857,2.621963924879886,7.387848916461347,-1.6370432191571116,0.390545586560315,0.5062789881658445,0.7205407315812912,-1.4058613268509799,0.8937655403462402,18.08947629434737
61,62,0.06199999898672104,5214.8486328125,168.86900329589844,nan,nan,2.959659898272592,-5.56943512351006,0.6491119340160241,2.9023258634883153,2.4453378983415672,7.166518750992763,-1.6338314543476726,0.3579984383548168,0.5481144114030816,0.6674149691426942,-1.3357557944472764,0.9363241448279691,18.343498957653075
62,63,0.06300000101327896,5290.3583984375,168.62600708007812,nan,nan,2.957674168476305,-5.618350836067114,0.36308763949005024,2.442401344141423,2.2038997406829144,6.924901757743823,-1.7431801261676223,0.37856268265360904,0.6014413065255432,0.5463125814460426,-1.224882684452614,0.9913945480442523,18.754510356821264
63,64,0.06400000303983688,5362.60693359375,169.875,nan,nan,2.8607026546828576,-5.923339107459728,0.11133109918903579,2.124032316601133,1.871403194150145,6.638589627833909,-1.684763314442749,0.31796922994573973,0.6324706937085735,0.4599477788236309,-1.1527515907515433,1.0044396530029749,19.222308489146272
64,65,0.06499999761581421,5425.51220703125,169.91000366210938,nan,nan,2.825246333719748,-6.155098517850126,-0.2085917238069745,1.7345774892152608,1.4316375416107394,6.3302119847609255,-1.6428299511720577,0.2503559258163864,0.6651296745902291,0.3320163118876951,-1.0610953067932674,1.0000637132588104,19.827786855203318
65,66,0.06599999964237213,5478.80322265625,170.0030059814453,nan,nan,2.6144793273935893,-6.67417985158402,-0.4100560155978248,1.580060150559917,1.0270222405447482,6.025673497807414,-1.4073937929418638,0.1511482742280865,0.6848470414651804,0.27621595610863414,-1.002447172906031,0.9607195668556737,20.244686461124108
66,67,0.06700000166893005,5534.1708984375,171.10699462890625,nan,nan,2.599182218829378,-6.9686024042984505,-0.7135414930554088,1.2895053373146745,0.4842385396115337,5.654504244162501,-1.2485012698877254,0.04157041404235516,0.7078184704173993,0.145702328029963,-0.9589953693175957,0.9494003099595947,20.849287878494355
67,68,0.06800000369548798,5593.22998046875,172.781005859375,nan,nan,2.485053197500226,-7.369362880742213,-0.9063902896049926,1.151760123186318,0.011967675342908513,5.297687716275641,-0.9774293607006789,-0.06191537978248276,0.7530278713747022,0.07641391817651189,-0.9281002284282792,0.9305657799632585,21.197334224906506
68,69,0.0689999982714653,5651.591796875,171.2449951171875,nan,nan,2.5449715650707154,-7.571640947615215,-1.1774201006728922,0.9577792652698213,-0.5545817459964218,4.889448252266339,-0.7480690349849218,-0.20611446210840606,0.7734980082704926,-0.03540359196758748,-0.9470187880450073,0.9542209630480412,21.65479689193558
69,70,0.07000000029802322,5707.73779296875,172.03500366210938,nan,nan,2.5075356864494287,-7.8360172049367804,-1.293947501121946,0.9073918889930414,-0.9817450769461731,4.5171721439588834,-0.43883943639124595,-0.30701412433047,0.852744585281347,-0.06930165348844675,-0.963913821930704,0.9796133490060165,21.75854415048652
70,71,0.07100000232458115,5764.2734375,171.61801147460938,nan,nan,2.6418131782603695,-7.917267001155705,-1.4889479504432894,0.8332741710128881,-1.5114644299563462,4.136065422173455,-0.15425879317628916,-0.5046769634649185,0.8984904981284708,-0.12419313513521825,-1.045392917614929,1.0261359494117561,22.038207030928888
71,72,0.07199999690055847,5822.248046875,172.83299255371094,nan,nan,2.7133186251403987,-8.001225223052815,-1.5502826064396307,0.8496840254199896,-1.8939315091414968,3.8034862249945394,0.16171163661466534,-0.6458853091085274,1.0036726586108191,-0.12036622712226155,-1.1101482716207103,1.0829849393368554,22.00384327373762
72,73,0.0729999989271164,5879.01611328125,173.39500427246094,nan,nan,2.927875918098982,-7.942213581310834,-1.6632305246212051,0.912359021098733,-2.328999179731594,3.5085661230118674,0.44851441151632143,-0.8909369486024311,1.0318525701927996,-0.12051354605819072,-1.262355501802042,1.1509658191770786,22.163992836147496
73,74,0.07400000095367432,5932.603515625,173.98899841308594,nan,nan,3.044227935991368,-7.916821864757412,-1.6522118783162998,1.0090838099117108,-2.6124963228094673,3.274032116769511,0.7459181795832553,-1.043367393743764,1.1358774216937277,-0.08472621284211067,-1.3521925785500912,1.21569422195216,22.02823062731913
74,75,0.07500000298023224,5983.7470703125,175.26400756835938,nan,nan,3.252313687411793,-7.797786156331089,-1.680485403016783,1.1935415999661603,-2.9167782665550126,3.130641556169742,1.0061505675748426,-1.296311530001656,1.1235691767498834,-0.05186396231430306,-1.5277682301736186,1.259661841278564,22.118155365230102
75,76,0.07599999755620956,6033.42822265625,175.91500854492188,nan,nan,3.3668875764429376,-7.729802314387783,-1.6206652048725645,1.365947381395579,-3.106565172087463,3.0369692160104016,1.2490182761864121,-1.4528462494317111,1.1757896855801966,-0.012647796588934212,-1.6274548633300527,1.2944624129827298,22.00648397162966
76,77,0.07699999958276749,6079.5947265625,176.0489959716797,nan,nan,3.5171936581385927,-7.599132022655434,-1.5922961626096324,1.6580874482301389,-3.286768879797859,3.08112388807953,1.4450629298200754,-1.7004170185507321,1.083040990060845,0.030340322489927095,-1.7970285146352283,1.2861477244201145,22.106997051439766
77,78,0.07800000160932541,6119.97998046875,176.22300720214844,nan,nan,3.5585802304545306,-7.5690272575054625,-1.4964143853158405,1.8539111203322383,-3.3720429947124804,3.120379879036477,1.623158479981803,-1.8097978416691085,1.11723691659371,0.057524621717924086,-1.8526926086795599,1.2782153994956833,21.98209359633723
78,79,0.07900000363588333,6158.927734375,177.8459930419922,nan,nan,3.608774547947839,-7.484664954059202,-1.4197301252027976,2.1968527942649607,-3.41822733806815,3.307273641801154,1.7481180253626118,-1.9969301840397615,0.9643729253256753,0.09203936734048093,-1.9867803780537177,1.2142865235779876,22.05497125702653
79,80,0.07999999821186066,6198.7216796875,178.468994140625,nan,nan,3.5839827210943307,-7.473816717963748,-1.3133132238579075,2.4310843357722267,-3.412074488563658,3.461329097733283,1.8488308518856638,-2.069577167230981,0.9328498059789548,0.10799945691883768,-2.0249082224537185,1.1602004807848034,21.955334003726705
80,81,0.08100000023841858,6236.51220703125,178.00100708007812,nan,nan,3.5159093803823382,-7.3974997616492,-1.2222410071773653,2.7987131632703517,-3.337941568969547,3.7764556751491947,1.8947905048923694,-2.197119878579545,0.7301686959034389,0.1511113454643732,-2.105307748682536,1.045936111418003,21.943696034424452
81,82,0.0820000022649765,6271.1015625,177.28001403808594,nan,nan,3.399587109259197,-7.3958533376982905,-1.1293972057630124,3.004661784178712,-3.2479065059442274,4.003826046039479,1.920359394119045,-2.20640784652273,0.6904884773568338,0.169523136961793,-2.0814923344136558,0.9649690729665952,21.773966331905097
82,83,0.08299999684095383,6303.1279296875,179.2100067138672,nan,nan,3.2599202236437046,-7.345413041153112,-1.025959905040075,3.3103417241292226,-3.073339761473568,4.319423727123142,1.9014845457970224,-2.223871815074385,0.5231169254781847,0.21014456287324906,-2.0981053748409666,0.8616998500417533,21.62049851119673
83,84,0.08399999886751175,6338.0244140625,177.9530029296875,nan,nan,3.0877009189263234,-7.335953603830804,-0.9464793710151026,3.4683862825863594,-2.9103236962535903,4.56499733477775,1.870175781316765,-2.1627160332626096,0.49278774428708005,0.23493311230674638,-2.0173100671144533,0.785826336422375,21.35938779231784
84,85,0.08500000089406967,6375.8427734375,180.06100463867188,nan,nan,2.877242330976446,-7.258389640983344,-0.8562974793742186,3.7216924352759877,-2.641441393053999,4.90707573125575,1.804499402228711,-2.118148774717607,0.3250912023873427,0.30041319558702956,-1.96694026287478,0.6963506495467793,21.04564795593845
85,86,0.0860000029206276,6413.1279296875,178.83200073242188,nan,nan,2.6919635426527586,-7.2532006411533105,-0.8269943024365971,3.7233870565771507,-2.4750917526238623,5.083553445656058,1.7451219389656494,-1.9880901990241941,0.42985888759440616,0.32262509814658846,-1.7869390891673727,0.6689751913303875,20.668793667904716
86,87,0.08699999749660492,6460.62646484375,180.46200561523438,nan,nan,2.4672340196435907,-7.1511609280736845,-0.7704434384501269,3.871657402500067,-2.158271052619605,5.375883674085585,1.6738175017353223,-1.9045626913492428,0.3032418644997401,0.40915514017166854,-1.6809495054549815,0.63129851425015,20.221452198829304
87,88,0.08799999952316284,6517.70556640625,180.3719940185547,nan,nan,2.2816756612992233,-7.091000501590457,-0.7674625654178625,3.864475775348635,-1.926476440365822,5.54666306530738,1.619594473972029,-1.7933577223878663,0.3462304136025476,0.467580612143065,-1.5139716891111774,0.6501565169409779,19.743553351692714
88,89,0.08900000154972076,6572.3818359375,182.0699920654297,nan,nan,2.1103245290947994,-6.997746678773188,-0.754640039607691,3.9150630022801454,-1.626741295761761,5.726024998291133,1.6052375939177368,-1.7196229163678483,0.26929188551444544,0.5580419524219465,-1.4109127811753512,0.69984997368508,19.2139353523425
89,90,0.09000000357627869,6623.60107421875,180.13999938964844,nan,nan,1.993764921569635,-6.951268984751542,-0.8211332498641465,3.819044353864893,-1.4691365594389267,5.7882231318350135,1.6084338209012239,-1.6441198434534363,0.3870270124107377,0.6080269444169949,-1.24788994842256,0.7987526140560913,18.71880988033582
